item_id;vectors
21;-0.35836554|-0.31492501|0.14199875|0.52237153|-0.07212426|0.6711025|0.36408257|-0.6311018|0.16266668|0.11142435|0.21950766|-0.8224732|-0.23878214|0.50891876|0.33442032|0.22389582|-0.5074209|0.27216613|-0.7131729|0.14646317|0.47681051|0.25997806|-0.048874795|0.01382491|-0.1896839|0.21804821|0.45540032|0.68975174|0.03998071|-0.05507274|-0.53981143|-0.21212949|0.024304181|0.3529396|-0.2250742|0.3060454|0.4974996|0.36598447|0.3566549|0.44310865|0.44272396|-0.06991063|-1.2893937|0.713713|0.4303639|-0.70375395|-0.5136217|0.61411005|-0.32046896|-0.012693167|0.39828742|0.92978317|0.2837666|0.9954294|-0.4107545|0.20200877|0.29600668|-0.017722055|-0.33966073|0.14908455|0.81090903|1.0591078|-0.19402115|0.88335764|0.2157777|-0.25834757|-0.26293528|-0.84703267|0.11549634|0.46910328|-0.4629507|-0.0980186|-0.9729006|-0.6026645|1.0893753|0.52959543|-0.3973444|-0.6178236|0.4112557|0.26269343|-0.37542102|0.5504538|0.38805938|0.054688334|0.5090405|-0.006407529|0.3075298|-0.0143267065|0.003319949|0.4974131|-0.106377974|0.12391545|-0.69090486|-0.030594379|-0.38792378|-0.4818809|-0.3598065|-0.3269615|-1.0264895|0.41620076
22;-0.28223535|0.5826694|0.67227453|0.7060331|0.027069012|1.1082854|0.57246035|-0.25179374|0.09304237|-0.21647471|-0.19485216|-0.41970503|-0.5422262|0.35725462|0.180508|0.015207952|-0.003437668|-0.5165303|0.24729124|-0.21364447|-0.3300411|0.84387404|-0.10649824|0.09257567|-0.36949813|0.8185016|-0.82000595|-0.22709882|-0.018223077|0.10453951|-0.58687454|-0.1377629|-0.04541123|0.20230982|0.40901417|0.52330095|0.06202039|0.24418141|0.66632766|0.17751911|0.11111609|0.15928605|-0.33896595|-0.2487134|-0.062931076|-0.42027366|-0.702769|0.700799|0.036859766|0.37147337|0.7601459|0.3710205|0.6728071|0.7269132|-0.93060184|-0.02926308|0.8709761|0.13569734|-0.03712158|0.026943281|0.55059826|0.4418149|0.28684187|0.29972476|0.10782021|-0.24330358|0.2815174|-0.15989554|-0.1298039|1.115533|-0.8292962|0.5711989|-0.5064246|-0.44220427|0.17751044|-0.436262|-0.4457718|-0.25755003|-0.20856535|0.022556454|-0.4295687|0.36100608|-0.0884827|-0.12902632|0.9253416|0.20348857|0.5958954|0.55087996|-0.14114311|0.77287245|-0.6815728|-0.050687164|-0.62496877|-0.6096171|0.13635784|0.2383532|0.1492292|-0.66252935|-0.39371175|0.056161895
23;-0.12803426|-0.12838978|0.111285746|0.94635785|-0.05519606|0.24669005|0.40695813|-0.10109405|-0.33824086|0.5150269|-0.16301969|-0.6548768|-0.5705432|-0.008122295|0.73073864|-0.02726119|-0.38024303|-0.57293016|-0.061566748|0.50638795|0.51200765|0.3942374|0.42227066|-0.044591486|-0.6489499|0.3199902|0.41556388|0.33492127|0.25183618|0.15595497|-0.6622127|-0.5915686|0.23688209|0.2856814|-0.09852454|0.43793702|0.3540406|-0.19357002|-0.08517471|-0.15781447|0.021190979|0.79640925|-0.43369666|0.25387922|-0.028271884|-0.7284796|-0.43365997|0.4047014|-0.4701986|0.78231525|0.171222|0.1593033|0.12657313|0.38097915|0.30783173|0.14575759|0.68351257|0.08157311|0.11829497|-0.11956671|0.6027428|0.37869835|-0.06349532|0.38684905|1.1605492|0.020020321|0.08288075|-0.66764367|0.23563148|1.0780199|-0.5088932|0.34637207|-1.0785002|-0.89579225|0.4816637|-0.57872033|-0.23614821|0.3654343|0.34495714|0.27115956|-0.6683172|0.1583429|0.15079246|-0.505547|0.30750978|0.6566774|-0.035842963|-0.48299658|0.022033006|0.9980082|0.5521967|-0.6178487|-0.5663319|0.010077804|-1.1314509|0.5441573|0.22926557|-0.37228477|-0.25683224|0.7443913
24;0.24084412|-0.30311045|0.8097907|0.15135677|-0.43703213|-0.0590128|0.23258212|0.302733|-0.29226482|-0.24730822|-0.027412733|-0.96999186|0.020945668|0.95543873|0.08123265|0.030013038|-0.0140808225|-0.17096077|-0.84995604|0.6428434|0.688033|-0.34644905|0.4317587|-0.043687344|-0.00029027462|0.21462461|-0.34442058|1.2026484|0.15862435|0.018680215|0.305823|-0.740806|-0.72582716|0.20297787|-0.0039806664|0.8307676|0.1852015|0.1606659|-0.21187183|-0.35388845|-0.30791155|0.11377311|-0.088816196|-0.52026916|-0.33874464|0.10248333|-0.13614711|0.9471791|0.6058058|0.94932014|-0.04629931|0.56786644|-0.21017072|1.2503321|-0.454444|0.4074719|0.13676241|-0.13245296|-0.93242085|-0.15580261|0.48326707|-0.17149043|-0.38346916|-0.2315712|0.33609593|0.31166074|0.10201172|-0.42362872|0.59651077|0.27545846|-0.57064855|-0.016294304|-1.1676114|-0.105853796|0.21645328|0.29300863|0.11685924|-0.4940833|0.51250577|0.27108508|-0.46037793|0.2937017|0.43130338|-0.04931213|0.8922234|0.41073996|0.041446522|0.15938199|-0.26692107|0.53093255|0.19119123|-0.3724094|-0.42697862|-0.43624222|-1.1988487|-0.6016263|0.8946579|-0.64425194|-0.3954357|0.68433106
25;0.11246699|0.08931329|0.34427613|0.50460243|-0.3053555|0.57232857|0.23520488|-0.33099255|-0.62242824|0.61380637|-0.12650783|-0.25733915|-0.40779576|0.58223325|0.47893408|0.08191591|-0.5226704|0.05371228|-0.23149958|0.38184956|-0.026525036|0.5946107|-0.05179158|0.21739165|0.14687224|0.68055236|-0.0632672|0.6068692|0.22705531|0.3331864|-0.28783113|0.09406701|-0.06303285|-0.20444728|0.5822491|0.2910042|0.428191|0.01337108|-0.13017172|-0.4985962|0.05973167|0.40290022|-0.6829196|-0.2389947|-0.06971948|-0.6619295|-0.41559023|0.164729|0.1799322|0.8730406|0.2949912|0.3239344|0.18326125|0.38936362|0.21115598|0.18852675|0.31705856|-0.05676488|-0.08681479|0.0450667|0.7067672|-0.047861725|-0.4912848|0.28397968|-0.07987775|0.26040983|0.5637501|-0.7210258|-0.12214854|0.8686317|-0.85951996|0.28662372|-0.79293025|-0.21506849|0.041490883|-0.00042891502|-0.11568703|-0.5205757|0.49689332|0.07944822|-0.7362801|-0.035669506|-0.1725327|-0.47527704|0.8221307|-0.039205983|-0.3736226|0.43920407|0.24391434|-0.31778783|-0.30289114|-0.04135795|-0.386706|-0.44330695|-0.81094253|0.55581826|-0.29407582|-0.14735876|-0.17059883|0.1766991
26;0.10648425|0.010375455|0.24784872|0.081884414|0.13836956|0.2967484|-0.13861677|0.039026886|-0.62988603|0.5887643|-0.71652114|-0.7459681|-0.066758245|0.36846548|0.5729028|0.18060453|-0.698223|-0.7072375|0.13699567|0.08690569|0.2844391|0.82439506|0.67236304|0.4481439|0.12830548|0.7451995|0.09118253|0.5078606|0.49604064|0.22763994|-0.2976832|-0.31789768|-0.073431864|0.46751863|0.16631044|0.5621088|0.32738897|0.32544106|-0.07294506|-0.28347242|-0.19035503|-0.40084344|-0.722456|0.08959698|0.029600471|-0.6535218|-0.07990286|-0.08274925|0.55870694|0.6788863|0.15916082|0.049700692|0.05781819|0.88751507|-0.070801914|0.5571246|0.33973983|-0.24879006|-0.45789108|0.5041454|0.4515138|0.31959507|0.13992046|-0.15299785|0.2383739|0.53184825|-0.33082145|-0.94030917|0.43572128|0.7788914|-0.40661982|-0.08319064|-0.9933662|-0.4109716|0.17672063|-0.32894257|0.1293435|-0.082610846|-0.18368372|0.5782633|-0.688244|0.44500804|0.15850915|-0.053022265|0.59814334|0.4340492|-0.33624995|0.62478834|0.3850806|-0.24976432|0.35558456|0.41301042|-0.22498415|-0.21445581|-0.8670659|0.43767375|0.054218605|0.30192533|-0.7085395|0.25514415
27;0.07754946|0.50784004|0.8043152|0.9195565|-0.013899932|-0.22647077|-0.012258053|0.27049798|-0.17964102|0.6032858|-0.034004856|-0.20597905|-0.06704262|-0.07623464|0.84203476|-0.13675834|-0.035568506|-0.45064166|-0.42438453|0.52849746|-0.22920345|0.7537873|0.78072226|0.54565495|-0.033576816|0.6761653|0.3491043|0.26327574|0.18644397|0.1101671|-0.28806558|0.1432412|-0.51855016|0.69469976|-0.051487446|0.30155537|0.32310578|0.25826833|0.20139918|-0.1328723|-0.9810425|-0.20009671|0.020010054|-0.12597963|0.10869886|-0.03178528|-0.034783006|0.44626406|0.3538813|1.0899644|0.55954605|0.2711112|0.08942479|0.4571219|-0.8654249|0.48714197|0.58434516|-0.85239315|-0.010957554|0.35274705|0.46387112|0.41030937|0.011448592|-0.14838815|0.14114098|0.033268943|0.5716389|-0.35209242|-0.1502985|0.6047415|-0.24513362|0.23612349|-0.5521505|-0.48440552|-0.14628553|-0.104154736|-0.6789272|-0.62757015|0.64955926|0.4989494|-1.0154545|1.0306191|0.5665934|0.17225927|0.60645753|-0.33827096|0.39027655|-0.05941491|0.009567708|-0.22185537|0.4560844|-0.11045719|-0.18121897|-0.2524441|-1.1772044|0.33969793|0.38826254|-0.7692423|-0.7591733|0.29024148
28;0.0652446|0.21541238|-0.05319658|-0.12520173|-0.23862474|0.59559023|0.43268245|-0.62347436|-0.22703433|0.39283562|0.11231911|-0.62694234|-0.20528826|0.37221286|0.16153845|-0.09168786|0.035396844|-0.5155927|-0.4125123|0.2347477|0.77543044|0.42215702|0.6040622|0.39719722|-0.25894853|0.46694356|0.28126007|0.276706|0.26763725|0.056260675|-0.36695778|-0.030055389|-0.02305755|-0.14276485|0.45917812|0.22083709|0.4547072|0.5844461|0.36394343|-0.16162133|0.19422516|-0.24818794|-0.69308066|0.05111067|0.010443449|-0.40945157|-0.70033246|0.9848447|0.7229859|0.6494205|0.6031196|0.80746573|-0.03404823|0.7128753|-0.06591019|-0.199741|0.5217887|-0.14406219|-0.44838786|0.1935311|0.5887029|0.3114279|-0.16086411|0.8247982|0.13780484|0.29449248|0.5403097|-0.7068962|-0.04689929|0.68390787|-0.26375|-0.15144458|-0.89723855|0.1039682|0.49322784|-0.04716213|-0.31180653|-0.32621905|0.2909765|0.9161867|-0.59906715|0.28190452|-0.1089043|-0.27906045|0.94718635|-0.28299254|-0.0004562959|0.6822005|0.49613488|0.030086875|-0.21506406|-0.40415478|-0.15897936|-0.46131697|-1.1110003|0.6939566|-0.0046244934|-0.50633854|-0.40477386|0.5756737
29;-0.16497266|-0.11769909|0.28908375|0.5656707|-0.12958397|0.16509473|0.44971427|0.1173272|-0.6536429|0.04923197|-0.20073418|-0.9756933|-0.53958|0.53648496|-0.15492372|0.33960375|-0.12931289|-0.37835106|0.010157809|0.18531325|0.29399562|0.07982358|0.20185442|0.1228821|-0.22214133|0.3930031|-0.11557974|0.883717|0.31034693|0.9113411|-0.39754|-0.11920613|-0.08435044|-0.24704413|0.40898213|0.18592429|0.32737404|0.09933002|0.30395955|-0.52550346|0.30914024|0.41514772|-0.38871685|-0.08602921|-0.052613467|-0.41119403|-0.16558816|0.5230443|-0.57833993|0.75544214|-0.09126508|0.44642565|0.35322458|0.46791923|-0.846714|0.46402723|0.71967095|0.09628902|-0.08905539|0.20542997|0.648099|-0.13958013|-0.354225|0.4521431|-0.2861895|0.031164303|0.39985883|-0.30310547|0.65204585|0.35922176|0.13975996|0.14035642|-1.1338507|-0.4715303|0.28996384|-0.42714423|-0.20906605|-0.45738122|-0.06646079|0.38887146|-0.9076776|0.19282378|-0.37328255|0.13101292|0.634734|0.18314795|-0.2542656|-0.060468897|0.78599036|0.17780192|0.2108971|-0.2807268|-0.081879705|-0.23070745|-0.09344429|0.52655756|-0.16092455|-0.31860518|-0.23382244|0.11471973
30;0.02663026|0.22769329|0.42802772|0.6286637|0.21809499|0.522869|0.49589062|0.13864113|0.01421538|0.07871349|0.28472292|-0.84635526|-0.19313578|0.32671878|0.10256596|0.5530554|0.060161382|-0.9137476|-0.25414568|0.15204886|0.4056629|0.10847473|-0.21174195|-0.049300075|-0.9924233|0.90431345|-0.24037836|0.8782503|0.733003|0.5893899|-0.2495584|0.11995703|-0.22060752|0.7505445|0.5976544|0.47776487|0.17278202|0.516964|0.15992099|-0.42276984|-0.44851533|0.357338|-1.228626|-0.16181262|0.26467782|-0.38413155|-0.7574667|0.9009264|-0.6340978|0.95415884|0.40897995|0.52580416|0.67741877|0.46073872|-0.23310117|0.40063947|0.89525443|0.25171953|0.36690897|0.16496715|0.21779236|0.33295363|0.032238826|0.34644958|0.21280545|0.16973639|0.6485978|-0.841668|0.24515428|0.11900556|0.16748491|-0.30338663|-0.45274436|-0.58196974|0.59484726|-0.37554315|-0.33102715|-0.2428761|0.05669175|-0.11027712|-0.5621236|0.10998548|0.15458724|-0.7818911|0.23535037|0.27866334|-0.0071955845|0.1484636|0.4730881|0.4850765|0.27658874|-0.29333204|-0.012542665|-0.29429764|-0.43710077|0.8833597|-0.3792101|-0.4470121|-0.5037721|0.2816468
31;-0.42866653|0.33571088|0.5005766|0.22888103|-0.22317037|0.53783196|0.22505264|-0.79336184|-0.6091493|0.07196258|-0.080986075|-0.9746833|-0.4486072|0.63146615|0.32077724|0.33384404|-0.45419988|-0.50259954|0.43254712|-0.054633528|0.56337565|0.37299824|0.06565255|0.14194188|-0.087186284|0.42748186|-0.2922943|-0.36508197|0.062145263|-0.38795093|-0.33031577|-0.054056823|-0.11253828|0.31159568|0.34026644|-0.0074959993|0.12898682|0.21324252|-0.036210768|-0.74360305|-0.24825379|-0.3373409|0.03096354|-0.029892836|-0.028144568|-0.5513711|0.011851013|0.013036668|0.47292557|0.5466956|0.318912|-0.14547506|0.41298532|0.5843918|-0.009925932|0.7293736|0.64365095|-0.1000347|-0.73656666|0.09795451|0.09601852|-0.32768434|0.025494874|-0.13128698|0.5843295|0.3644591|-0.014597625|-0.69621|0.42355716|1.1043952|-0.5890149|-0.20421521|-0.8123782|-0.47692472|0.6088864|-0.65037286|0.07142621|-0.13661861|0.18603238|0.1401995|-0.6738653|0.52858907|0.24898566|-0.07310702|0.91060364|0.393638|-0.31251395|0.36606854|0.22359674|0.13062987|0.08359276|-0.46751624|-0.27930897|-0.31045702|-0.34337753|0.5104047|-0.011853673|-0.3590257|-0.9117756|0.6464168
32;-0.22304136|0.19927776|0.22100982|-0.04640788|-0.5045873|0.058054745|0.5048405|0.3470987|-0.2810663|0.4936085|-0.5005783|-0.44431356|-0.436639|0.49659154|-0.052575454|-0.18305364|-0.287404|-0.11758268|-0.018520892|0.40320155|-0.25377518|0.28359282|0.30415785|0.11716837|0.1764804|0.46394086|0.112883925|0.6493367|0.017617077|0.7805898|0.050988197|0.045345634|0.028125614|0.24045381|0.19815041|0.22953138|0.3457796|0.48908508|0.087492846|-0.29763484|-0.5244514|0.09259611|-0.42315543|-0.4120371|0.07933419|0.06244719|-0.21210127|0.41594872|-0.07990211|0.26164877|0.003400892|0.7120598|0.2219589|0.17886746|-0.536231|0.0059223175|0.55874693|-0.5350769|-0.6369236|0.6525371|0.66820407|0.35775766|-0.2952675|-0.050358206|0.58314806|0.17576055|0.1776935|-0.5824188|0.3076239|0.97875357|0.2604222|-0.08468163|-0.9306604|-0.3448747|0.09586133|0.18053666|-0.3450148|-0.11713993|0.5056766|0.23403153|-0.71127707|0.6605109|-0.20827252|0.044530854|0.36687943|0.30849478|0.32328653|0.20466945|-0.09327242|0.56267935|-0.17979231|-0.21003085|-0.74192727|-0.5100864|-0.29646164|0.55048376|0.40541327|-0.29679808|-0.46277168|0.35350263
33;-0.09386076|0.37790978|0.16460234|0.52736795|0.21608584|0.4389317|0.2390878|0.04639353|-0.24936226|0.039355382|-0.05627038|-0.68936634|-0.4905843|0.35867268|0.21691318|0.034738258|-0.4085342|-0.76715624|-0.08035755|0.18871644|0.19315164|0.4310047|0.298656|-0.18357411|-0.058232203|0.3678632|-0.0049710274|0.28293628|0.44085532|0.17797057|-0.50216275|-0.1316837|-0.03963521|0.060013458|0.21515116|0.31614667|0.39820522|0.20776337|-0.006713353|-0.59722483|-0.27409595|-0.024805427|-0.5738015|0.1401378|0.25132483|-0.5443726|-0.4244454|0.50740385|-0.03568327|0.7581316|0.29884472|0.18118647|0.23732525|0.2659222|-0.34111166|0.3124995|0.30271104|-0.007965811|0.22237568|0.30779728|0.31976676|0.20365429|-0.17172158|0.5890801|0.21944287|0.41798878|0.15192476|-0.5881274|0.29045978|0.6451431|-0.31589192|-0.16976058|-0.7245133|-0.4033835|0.2451751|-0.20578158|-0.2554868|-0.25594974|0.020289138|0.52651876|-0.6213058|0.094247825|-0.1552633|0.09318904|0.52735984|0.23233779|0.019043833|-0.115637854|0.31498832|0.2817278|-0.061878156|-0.23904595|-0.28572747|0.0194256|-0.5497072|0.45750046|0.01357542|-0.47922206|-0.66946083|0.25859025
34;0.13233262|-0.22849384|0.5813713|0.22667289|0.08122165|0.811815|0.44943827|0.0948111|-0.40187353|0.3314596|-0.08175616|-0.45977765|-0.23936474|0.3740721|0.17152412|-0.21985987|-0.40608084|-0.35082248|-0.21904415|0.5254917|0.008557066|0.2693231|0.4943921|0.3776145|-0.08173284|0.6688958|-0.102837265|0.75143874|0.3486854|0.16814935|-0.44764704|-0.12381807|-0.42621982|0.14259118|0.6005428|0.5747367|0.085620284|0.46610165|0.13978301|-0.48301|-0.43737185|0.5320141|-0.565304|0.28023914|0.25104046|-0.3218743|-0.7087699|0.4652444|0.06225782|0.2691492|0.18470289|0.24844465|0.49790674|0.62728757|-0.11174074|-0.06192437|0.94926476|-0.25523052|0.0356365|0.6706027|0.38246268|0.4805016|-0.6386316|0.3226592|-0.13585828|-0.065584525|0.116468176|-0.6574914|0.65546125|0.24524978|-0.1697494|0.3153472|-0.85643274|-0.34783065|0.43702856|-0.41848144|0.04873188|-0.0070530027|0.23730503|0.52883875|-0.6088911|-0.097577006|-0.25020307|-0.19691095|0.6117232|0.3009808|-0.21386002|0.3273528|0.19302447|0.398306|0.08986962|-0.48785675|-0.054114297|-0.31453145|-0.8805083|0.29647326|0.17527218|-0.45001173|-0.7325598|0.46925706
35;-0.039682455|0.010738954|0.46659023|0.44808432|0.1615024|0.31566545|0.3483283|-0.2894023|-0.2819304|-0.051690727|-0.31694812|-0.5935421|-0.80019903|0.25732428|0.1205447|-0.38686594|-0.38683358|-0.3955779|-0.15505211|0.07259558|-0.012820005|0.48388693|0.5405576|0.22316718|-0.101229966|0.2653367|-0.039277863|0.19292599|0.25302076|0.17746675|-0.3989565|-0.29507193|-0.03256443|0.18577784|0.2803276|0.52042717|0.102094784|0.3142248|0.16486156|-0.43253592|-0.096309036|0.055284128|-0.5486937|-0.048079565|0.1805922|-0.47902453|-0.42409515|0.55295736|-0.059919983|0.24751619|0.014997974|0.23186445|0.25270694|0.8296644|-0.34200212|0.061512277|0.3761185|-0.17692995|-0.31190848|0.29136324|0.36480966|0.2681244|-0.118739426|0.3169729|0.11520082|0.43544042|0.3279208|-0.37018692|0.388489|0.6829894|-0.27721786|-0.111410454|-0.7373581|-0.345891|0.2895038|-0.19939628|-0.15191153|-0.18486078|0.31280398|0.32792622|-0.71778727|0.2978257|0.036907837|0.2119638|0.80208015|0.17355518|-0.18469791|0.029315084|0.28237998|0.40829614|0.058519613|-0.1749977|-0.33163562|-0.2309979|-0.7120766|0.32576734|0.07092893|-0.286559|-0.5839944|0.32917696
36;-0.15565395|0.16046995|0.2644837|0.36734977|0.094580844|0.5088163|0.3568943|-0.22721902|-0.37171787|-0.06554769|-0.23749766|-0.43727648|-0.5068433|0.4190041|0.20723|-0.15916058|-0.5799167|-0.20838594|-0.024424627|0.3241483|0.18091702|0.35979837|0.40365496|0.11360985|-0.08622925|0.34067082|0.02023213|0.195935|0.10119709|-0.09368342|-0.4241016|-0.13601495|-0.2711306|0.25262934|0.38545966|0.39041108|0.5524416|0.2996733|-0.26027697|-0.2161078|-0.01778917|0.13438271|-0.41534576|0.3139613|0.15595798|-0.31860304|-0.45416194|0.63074934|0.123229794|0.33968884|0.09912917|0.3405936|0.2000443|0.6183292|-0.30380282|0.17370573|0.5921259|-0.13694336|-0.14971352|0.18029138|0.45218065|0.40433148|-0.12156083|0.30200946|0.044689484|0.26967195|0.22487372|-0.5963645|0.21732664|0.75882083|-0.46438178|0.059206165|-0.94352806|-0.5411159|0.4029354|-0.30958456|-0.012553163|-0.3502369|0.2981503|0.4115349|-0.52150744|0.15775904|-0.060844988|-0.071632035|0.5930598|0.065752864|-0.2302867|0.13169104|0.45921254|0.49611196|0.11164732|-0.24529397|-0.16411218|-0.13395143|-0.65151066|0.17799227|0.026122019|-0.3700176|-0.55055517|0.20497802
37;-0.17621785|-0.1361658|0.36884093|0.318432|-0.4804624|0.04901004|0.47532988|-0.40737253|-0.27124968|0.40341803|0.1569524|-0.3924946|-0.20866768|0.42136756|0.5855761|-0.09016568|0.042737633|-0.2189626|-0.043474376|0.19291842|0.10173432|0.49450627|0.77863204|0.010122925|-0.23121221|0.5409162|-0.15656003|0.14280525|-0.09193212|-0.22701472|-0.5719537|0.028240249|-0.30360866|0.26416653|0.53342634|0.9917332|0.25194156|0.056559846|0.28500313|-0.68676484|0.3865625|0.30933306|-0.8488726|-0.16831863|0.6825211|-0.5118551|-0.24232244|0.66843337|-0.0057743043|-0.20184639|0.051009923|0.036055654|0.8262542|0.9480686|-0.29782754|0.11237423|0.44274062|0.06498528|-0.20338428|0.5112208|0.6010638|0.15791422|0.02363941|0.3836001|0.16727401|0.12583986|0.124055915|0.0039999783|0.22080559|0.7244686|-0.75749815|-0.006214462|-0.92331|-0.60558677|0.25702986|-0.47346592|0.42293096|-0.6438999|0.12713036|-0.04653907|-0.03963113|-0.114575684|-0.5176904|-0.31537282|0.9716608|0.046327412|-0.13820069|-0.1833887|0.33044276|0.10825874|-0.4723408|-0.14876044|-0.6223458|-0.6694006|-0.93286306|0.12525733|-0.3931299|0.1543833|-0.2871483|0.5453831
38;0.38259095|0.4278238|0.07446723|0.25059325|0.43405643|0.43901974|0.47262773|-0.14901303|-0.32995534|0.1398323|0.6243345|-0.2910233|0.1404477|0.39735398|0.20228043|0.26399618|-0.35502815|-0.62592196|-0.58457124|-0.34977892|0.14987916|-0.05471474|0.35854328|0.3623329|-0.34396037|0.32504237|-0.06404642|0.23893295|0.39571425|-0.05666274|-0.42810172|0.120776206|-0.33977094|1.0746806|-0.240774|0.30185416|0.15895851|0.33327916|-0.1398555|0.033917695|-0.51808304|0.09722772|-0.5179706|-0.031389397|0.32438207|-0.62049055|-1.0422763|0.91642845|-0.47353572|0.5539326|0.3235837|0.14398484|0.18627928|0.68531555|-0.5032124|0.5019394|0.41505843|0.06929428|-0.64007455|0.060971096|0.62055093|0.048841238|-0.20118918|0.020453244|0.18108082|0.09938674|0.27890798|-0.67213875|0.6018825|0.13382497|-0.19614097|-0.09991414|-0.18170387|-1.0379779|0.6133796|-0.29478404|-0.028874896|-0.50627816|0.27534878|0.3332138|-0.75189537|0.13736278|-0.46567142|-0.6737099|0.42256925|0.4077655|0.28486347|0.056262717|0.283503|0.42343795|0.22660017|0.24200319|-0.17336017|-0.6132108|-0.627619|0.3460478|0.3108251|-0.17156604|-0.73269874|0.33891803
39;-0.36621696|0.3841541|0.16841194|0.5499435|0.3761711|0.5011067|0.24646205|0.015147075|0.27522266|0.24667913|0.25294316|-1.0138376|0.07560286|0.22061552|0.40447408|0.089808874|-0.2342431|-0.47327232|0.15590796|-0.06572756|0.04911235|0.34564435|0.03798023|0.22931269|-0.3154553|0.5967473|-0.04453987|0.292038|0.19646509|0.37317696|-0.29533803|0.13365728|-0.63901156|0.14485915|0.17945573|0.2710712|0.2671797|0.40800375|-0.115784526|-0.20203765|0.36234432|0.2553584|-0.5015599|-0.26628605|-0.10448648|-0.64090127|-0.020405024|0.4198611|-0.08862433|0.71348876|0.3178959|0.39533156|0.56598973|0.48106652|-0.61194575|0.53932714|0.9451114|0.25116348|-0.24175882|-0.033302248|0.2584452|0.38063627|0.028494552|-0.12041956|0.20036197|-0.03503187|0.18432438|-0.17618135|0.39195657|0.786802|-0.16925928|-0.06049061|-0.5285741|-0.6123066|0.28412068|-0.030663744|-0.63586473|-0.1529156|0.10748948|0.31591886|-0.45396668|0.5963307|-0.6303323|0.03836734|0.67631304|0.3949356|0.3640461|0.32512406|0.77147245|0.1847059|0.37139037|0.25767815|-0.5295968|-0.53593266|-0.51986647|0.5304024|-0.1501007|-0.103341654|-0.6642747|-0.08675788
40;-0.39732295|0.38840896|0.28464067|0.16040051|0.056679294|0.38199496|0.08298749|-0.2314937|-0.34997934|0.13317122|0.0031231265|-0.56329155|-0.58298206|0.29059988|0.25305206|-0.024025336|-0.3366423|-0.37741873|-0.013312027|0.23778412|-0.045934424|0.46070623|0.42960992|0.4118613|-0.17627162|0.45668903|0.06910612|0.30948377|0.27421212|0.015686333|-0.47205558|-0.068681106|-0.33045587|0.10179677|0.16798787|0.57849747|0.4208719|0.09669717|0.07298173|-0.411981|-0.21829078|-0.021761045|-0.5717599|0.056511246|0.46310037|0.026038677|-0.18803148|0.4684466|-0.13593212|0.4458167|-0.018323898|0.3575905|0.42912203|0.38929075|-0.87230325|0.3084884|0.7086088|-0.061131775|-0.4710805|0.033672005|0.41347122|0.29954374|-0.39015383|0.28060684|0.4989882|0.06575471|0.065778434|-0.6759872|0.5334277|0.5937688|-0.32337576|0.04565215|-0.6484225|-0.8391155|0.65685076|-0.2374558|-0.18797106|-0.16528109|0.03891863|0.5313739|-0.47437304|0.3750779|-0.0029530674|-0.0971128|0.31810707|-0.041538075|0.08335658|0.21846755|0.17887034|0.40783226|-0.24443021|-0.40494558|-0.34128273|-0.49651557|-0.6740869|0.30030313|-0.08752982|-0.5022751|-0.13923517|0.03577645
